state_code,state_name,district_code,district_name,complex_code,complex_name,court_numbers,flag
8,Bihar,7,Banka,1080026,"Civil Court Complex, Banka","2,3,4,8",Y
8,Bihar,6,Begusarai,1080020,Subordinate Court Manjhaul,"5,6,7",N
8,Bihar,6,Begusarai,1080021,Bakhri Court,"1,8,9",N
8,Bihar,6,Begusarai,1080023,Balia Sub DIvision,"10,11,12",Y
8,Bihar,6,Begusarai,1080024,DJ Building,"2,3,4,15",Y
8,Bihar,6,Begusarai,1080025,Teghra Sub Division,"13,14",N
8,Bihar,28,Bettiah,1080065,"Civil Court, Bettiah","1,2,3,6",Y
8,Bihar,28,Bettiah,1080066,"Civil Court, Bagha",4,N
8,Bihar,28,Bettiah,1080067,Narkatiaganj Sub Division,5,N
8,Bihar,34,Bhagalpur,1080076,Bhagalpur Civil Court,"4,5,6,7,12",Y
8,Bihar,34,Bhagalpur,1080077,Khalgaon Civil Court,"8,9,10",N
8,Bihar,34,Bhagalpur,1080078,"Civil Court Complex, Naugachia","1,2,3",N
8,Bihar,33,Bhojpur,1080073,Piro Court,4,N
8,Bihar,33,Bhojpur,1080074,Bhojpur Civil Court,"1,2,3,6",Y
8,Bihar,33,Bhojpur,1080075,Jagdishpur Court,5,N
8,Bihar,26,Buxar,1080062,"Civil court complex, Buxar","1,2,3,5",Y
8,Bihar,26,Buxar,1080063,Dumraon Sub Division,4,Y
8,Bihar,17,Darbhanga,1080046,Civil Court Darbhanga,"2,3,4,11",Y
8,Bihar,17,Darbhanga,1080047,Biraul Court,"8,9,10",N
8,Bihar,17,Darbhanga,1080048,"Civil Court, Benipur","5,6,7",N
8,Bihar,35,Gaya,1080079,Gaya Civil Court,"1,2,3,7",Y
8,Bihar,35,Gaya,1080080,"Subordinate Court, Sherghati","4,5,6",Y
8,Bihar,23,Gopalganj,1080059,"Civil Court, Gopalganj","2,3,4,5",Y
8,Bihar,23,Gopalganj,1080089,Hathua Civil Court,"6,7",Y
8,Bihar,15,Jamui,1080043,"Civil Court Complex, Jamui","3,4,5,6",Y
8,Bihar,36,Jehanabad,1080081,Jehanabad Civil Court,"1,2,3,7",Y
8,Bihar,36,Jehanabad,1080082,Civil Court Arwal,"4,5,6",Y
8,Bihar,2,Kaimur at Bhabhua,1080011,District Judge's Building,"2,3,4,7",Y
8,Bihar,2,Kaimur at Bhabhua,1080087,Mohaniya,"5,6",Y
8,Bihar,5,Katihar,1080018,"Civil Court Complex, Katihar","3,4,5,7",Y
8,Bihar,5,Katihar,1080019,Barsoi Sub Division,"1,2,6",Y
8,Bihar,14,Khagaria,1080041,Gogri Sub Division,"4,5,6",Y
8,Bihar,14,Khagaria,1080042,"Civil Court, Khagaria","1,2,3,7",Y
8,Bihar,25,Kishanganj,1080061,"Civil Court, Kishanganj","1,2,3,4",Y
8,Bihar,19,Lakhisarai,1080052,Civil Court Lakhisarai,"1,2,3,4",Y
8,Bihar,12,Madhepura,1080035,"Civil Court, Madhepura","2,3,4,7",Y
8,Bihar,12,Madhepura,1080036,Uda Kishunganj  Court,"1,5,6",Y
8,Bihar,18,Madhubani,1080049,Civil Court Jhanjharpur,"1,5,6,10",Y
8,Bihar,18,Madhubani,1080050,Benipatti Court,"7,8,9",Y
8,Bihar,18,Madhubani,1080051,Civil Court Madhubani (Server Room 1),"2,3,4,11",Y
8,Bihar,10,Motihari,1080031,Areraj Sub Division,"5,6",Y
8,Bihar,10,Motihari,1080032,"Civil Court Complex, Motihari","1,2,3,9",Y
8,Bihar,10,Motihari,1080033,Sikrahna Sub Division,"4,7",Y
8,Bihar,11,Munger,1080034,Civil Court Munger,"1,2,3,4",Y
8,Bihar,38,Muzaffarpur,1080084,Muzaffarpur Civil Court,"1,2,3,4,8",Y
8,Bihar,38,Muzaffarpur,1080085,West Civil Court,"5,6,7",N
8,Bihar,30,Nalanda,1080069,"Civil Court, Hilsa","1,2,3,8",Y
8,Bihar,30,Nalanda,1080070,Nalanda Civil Court,"4,5,6,7,9",Y
8,Bihar,27,Nawada,1080064,"Main Complex, Nawadah","1,2,3,4",Y
8,Bihar,1,Patna,1080004,"Civil Court, Patna City","8,9,10,19",Y
8,Bihar,1,Patna,1080005,Barh Court,"11,12,13",Y
8,Bihar,1,Patna,1080006,Paliganj Sub Division,"16,17,18",Y
8,Bihar,1,Patna,1080008,Masaurhi Court,"1,14,15",Y
8,Bihar,1,Patna,1080009,"Civil Court, Danapur","5,6,7",Y
8,Bihar,1,Patna,1080010,"Civil Court, Patna Sadar","2,3,4",Y
8,Bihar,9,Purnea,1080027,Banmankhi Court,"8,9",N
8,Bihar,9,Purnea,1080028,Dhamdaha Sub Division,"6,7",N
8,Bihar,9,Purnea,1080029,Baisi Sub Division,"1,5",N
8,Bihar,9,Purnea,1080030,Civil Court Purnea,"2,3,4,10",Y
8,Bihar,13,Rohtas Sasaram,1080037,"Main Building, Rohtas","1,3,4,10",Y
8,Bihar,13,Rohtas Sasaram,1080039,Dehri Court,"8,9",Y
8,Bihar,13,Rohtas Sasaram,1080040,"Main Building, Bikramganj","5,6,7",Y
8,Bihar,21,Saharsa,1080055,"Civil Court, Saharsa","2,3,4,5,6",Y
8,Bihar,3,Samastipur,1080012,"Civil Court, Dalsingsarai","5,6,7",Y
8,Bihar,3,Samastipur,1080013,"Civil Court, Rosera","8,9,10",N
8,Bihar,3,Samastipur,1080014,Sahpur Patori Civil Court,"11,12,13",Y
8,Bihar,3,Samastipur,1080015,"Main Building, Samastipur","2,3,4,14",Y
8,Bihar,4,Saran at Chapra,1080016,Sonepur Civil Court,"5,6,7",Y
8,Bihar,4,Saran at Chapra,1080017,"Main Building, Saran","2,3,4,8",Y
8,Bihar,20,Sheikhpura,1080054,Sheikhpura Civil Court,"1,2,3,4",Y
8,Bihar,37,Sheohar,1080083,Sheohar Civil Court,"1,2,3,4,5",Y
8,Bihar,31,Sitamarhi,1080071,"New building, Sitamarhi","1,2,3,7",Y
8,Bihar,31,Sitamarhi,1080072,Pupri Sub Division,"4,5,6",Y
8,Bihar,29,Siwan,1080068,"Civil Court, Siwan","1,2,3,4",Y
8,Bihar,29,Siwan,1370057,Maharajganj,5,Y
8,Bihar,22,Supaul,1080056,Supaul Civil Court,"2,3,4,7",Y
8,Bihar,22,Supaul,1080057,Birpur Court,"1,5,6",Y
8,Bihar,39,Vaishali,1080086,Civil Court Vaishali,"1,2,3,4,5",Y
27,Chandigarh,1,Chandigarh,1270001,"District Court, Chandigarh","1,2,3",Y
18,Chhattisgarh,19,Balod,1180084,Civil Court Gunderdehi,3,N
18,Chhattisgarh,19,Balod,1180085,Civil Court Dondilohara,5,N
18,Chhattisgarh,19,Balod,1180086,Civil Court Dallirajhara,4,N
18,Chhattisgarh,19,Balod,1180087,District and Sessions Court Balod,"1,2,6,7",N
18,Chhattisgarh,23,Balodabazar,1180095,"Civil Court Kasdol, Kasdol",3,N
18,Chhattisgarh,23,Balodabazar,1180097,District and Sessions C Balodabazar,"1,1,1,1,1,1,1,2,2,2,2,2,2,2,8,8,10,11",Y
18,Chhattisgarh,23,Balodabazar,1180098,"Civil Court Simga, Simga",4,N
18,Chhattisgarh,23,Balodabazar,1180100,"Civil Court Bhatapara, Bhatapara","5,6",N
18,Chhattisgarh,25,Balrampur Ramanujganj,1180103,Civil Court Wadrafnagar,6,N
18,Chhattisgarh,25,Balrampur Ramanujganj,1180104,Civil Court Balrampur,1,N
18,Chhattisgarh,25,Balrampur Ramanujganj,1180105,Civil Court Rajpur,5,N
18,Chhattisgarh,25,Balrampur Ramanujganj,1180106,District Court Balrampur,"2,3,4",N
18,Chhattisgarh,15,Bastar,1180065,District And Sessions Court Bastar,"1,2,3,4,5",Y
18,Chhattisgarh,20,Bemetara,1180088,District Sessions Court Bemetara,"1,2,3,4",N
18,Chhattisgarh,20,Bemetara,1180089,"Civil Court Saja, Saja",5,N
18,Chhattisgarh,2,Bilaspur,1180017,Civil Court Takhatpur,5,N
18,Chhattisgarh,2,Bilaspur,1180018,"Civil Court Marwahi, Marwahi",6,N
18,Chhattisgarh,2,Bilaspur,1180019,Civil Court Bilha,7,N
18,Chhattisgarh,2,Bilaspur,1180020,Civil Court Pendraroad,"8,9",Y
18,Chhattisgarh,2,Bilaspur,1180021,Civil Court Kota,3,N
18,Chhattisgarh,2,Bilaspur,1180023,Dist and Sessions Court Bilaspur,"1,2,12,14",Y
18,Chhattisgarh,2,Bilaspur,1180107,Family Court Bilaspur,13,N
18,Chhattisgarh,17,Dantewada,1180070,Civil Court Sukma,"4,8",N
18,Chhattisgarh,17,Dantewada,1180071,Civil Court Bijapur,"3,7",N
18,Chhattisgarh,17,Dantewada,1180072,Civil Court Konta,9,N
18,Chhattisgarh,17,Dantewada,1180073,District and Sessio Court Dantewada,"1,2,6,10",Y
18,Chhattisgarh,17,Dantewada,1180074,Civil Court Bacheli,5,N
18,Chhattisgarh,5,Dhamtari,1180036,Civil Court Nagri,3,N
18,Chhattisgarh,5,Dhamtari,1180037,DJ ADJ Court  Dhamtari,"1,2,5,6,8",Y
18,Chhattisgarh,5,Dhamtari,1180038,Civil Court Kurud,"4,7",Y
18,Chhattisgarh,7,Durg,1180044,Bhilai,4,N
18,Chhattisgarh,7,Durg,1180045,District and Sessions Court Durg,"1,2,5,6,9",Y
18,Chhattisgarh,7,Durg,1180046,"Civil Court Patan,Patan T","3,8",Y
18,Chhattisgarh,7,Durg,1180109,Civil Court Dhamdha,7,N
18,Chhattisgarh,18,Janjgir,1180075,"Civil Court Jaijaipur,Jaijaipur-T",9,N
18,Chhattisgarh,18,Janjgir,1180076,"Civil Court Akaltara, Akaltara",10,N
18,Chhattisgarh,18,Janjgir,1180077,"Civil Court, Sakti","5,6,14",Y
18,Chhattisgarh,18,Janjgir,1180078,"Civil Court Pamgarh,Pamgarh-T",8,N
18,Chhattisgarh,18,Janjgir,1180079,District and Sessions Court Janjgir,"1,2,12,13,15",Y
18,Chhattisgarh,18,Janjgir,1180080,Civil Court Champa,4,N
18,Chhattisgarh,18,Janjgir,1180081,Civil Court Nawagarh,11,N
18,Chhattisgarh,18,Janjgir,1180082,Civil Court Malkharouda,7,N
18,Chhattisgarh,18,Janjgir,1180083,"Civil Court Dabhara, Dabhara",3,N
18,Chhattisgarh,16,Jashpur,1180066,Civil Court Kunkuri,"3,4",Y
18,Chhattisgarh,16,Jashpur,1180067,Civil Court Bagicha,6,N
18,Chhattisgarh,16,Jashpur,1180068,Civil Court Patthalgaon,"5,9",Y
18,Chhattisgarh,16,Jashpur,1180069,Distt Session Court  Jashpur,"1,2,7,8",Y
18,Chhattisgarh,13,Kanker,1180062,Civil Court Pakhanjur,"5,8",Y
18,Chhattisgarh,13,Kanker,1180063,District and Sessions Court Kanker,"1,2,6,7",Y
18,Chhattisgarh,13,Kanker,1180064,Civil Court Bhanupratappur,"3,4",Y
18,Chhattisgarh,9,Kawardha,1180047,District and Sessions CourtKawardha,"1,2,4,5",Y
18,Chhattisgarh,9,Kawardha,1180048,Civil Court Pandariya,3,N
18,Chhattisgarh,22,Kondagaon,1180092,Civil Court Narayanpur,"3,6,8",Y
18,Chhattisgarh,22,Kondagaon,1180093,Civil Court Keshkal,4,N
18,Chhattisgarh,22,Kondagaon,1180094,District and Sessi Court Kondagaon,"1,2,5,7",Y
18,Chhattisgarh,1,Korba,1180012,"Civil Court Pali, Pali",6,N
18,Chhattisgarh,1,Korba,1180013,Civil Court Katghora Katghora,"3,4,8",Y
18,Chhattisgarh,1,Korba,1180014,Distt  Session Court  Korba,"1,2,7,9,10",Y
18,Chhattisgarh,1,Korba,1180015,"Civil Court Kartala,Kartala-T",5,N
18,Chhattisgarh,11,Koriya,1180054,"Civil Court Chirmiri, Chirmiri-T","3,10",N
18,Chhattisgarh,11,Koriya,1180055,Civil Court Janakpur,6,N
18,Chhattisgarh,11,Koriya,1180056,Distt Session Court  Koriya,"1,2,7,9",Y
18,Chhattisgarh,11,Koriya,1180057,Civil Court Manendragarh,"4,5,8,11",Y
18,Chhattisgarh,12,Mahasamund,1180058,Civil Court Basna,6,N
18,Chhattisgarh,12,Mahasamund,1180059,Civil Court Pithoura,3,N
18,Chhattisgarh,12,Mahasamund,1180060,Civil Court Saraipali,"4,5,9",Y
18,Chhattisgarh,12,Mahasamund,1180061,DJ ADJ Court  Mahasamund,"1,2,7,8,11",Y
18,Chhattisgarh,12,Mahasamund,1180108,Civil Court Bagbahara,10,N
18,Chhattisgarh,24,Mungeli,1180101,District and Sessions Court Mungeli,"1,2,3,5",N
18,Chhattisgarh,24,Mungeli,1180102,Civil Court Lormi,4,N
18,Chhattisgarh,6,Raigarh,1180039,Civil Court Gharghora,"6,10",Y
18,Chhattisgarh,6,Raigarh,1180040,Civil Court Dharamjaigarh,4,N
18,Chhattisgarh,6,Raigarh,1180041,Civil Court Kharsiya,3,N
18,Chhattisgarh,6,Raigarh,1180042,"Civil Court Saranggarh,Saranggarh","5,7",Y
18,Chhattisgarh,6,Raigarh,1180043,Distt Session Court  Raigarh,"1,2,8,9,13",Y
18,Chhattisgarh,6,Raigarh,1180096,"Civil Court Bhatgaon, Bhatgaon",11,N
18,Chhattisgarh,6,Raigarh,1180099,"Civil Court Bilaigarh, Bilaigarh",12,N
18,Chhattisgarh,3,Raipur,1180024,Civil Court Devbhog,5,N
18,Chhattisgarh,3,Raipur,1180025,Civil Court Tilda,6,N
18,Chhattisgarh,3,Raipur,1180026,Civil Court Rajim,4,N
18,Chhattisgarh,3,Raipur,1180027,Comm Court Dist Level Naya Raipur,9,N
18,Chhattisgarh,3,Raipur,1180028,Civil Court Gariyaband,"7,8,12",N
18,Chhattisgarh,3,Raipur,1180029,Distt Session Court  Raipur,"1,2,10,11,14",Y
18,Chhattisgarh,3,Raipur,1370036,Civil Court Arang,13,Y
18,Chhattisgarh,10,Rajnandgaon,1180049,Civil Court  Chhuikhadan,8,N
18,Chhattisgarh,10,Rajnandgaon,1180050,Civil Court Dongargarh,"4,5",Y
18,Chhattisgarh,10,Rajnandgaon,1180051,Distt Session Court Rajnandgaon,"1,2,9,10,13",Y
18,Chhattisgarh,10,Rajnandgaon,1180052,"Civil Court Khairagarh,Khairagarh","6,7,11",Y
18,Chhattisgarh,10,Rajnandgaon,1180053,Civil Court Ambagarh Chowki,"3,12",Y
18,Chhattisgarh,21,Surajpur,1180090,District and Sessions CourtSurajpur,"3,4,5,6",Y
18,Chhattisgarh,21,Surajpur,1180091,"Civil Court Pratappur, Pratappur","1,2",Y
18,Chhattisgarh,4,Surguja at Ambikapur,1180034,Civil Court Sitapur,6,N
18,Chhattisgarh,4,Surguja at Ambikapur,1180035,District and Sessions Court Sarguja,"1,2,3,10,11",Y
26,Delhi,8,Central,1260008,Rouse Avenue Court Complex,"5,6,7",N
26,Delhi,8,Central,1260009,Tis Hazari Court Complex,"1,2,3,4,8",Y
26,Delhi,3,East,1260003,Karkardooma Court Complex,"1,2,3,4,5",N
26,Delhi,7,New Delhi,1260007,Patiala House Court Complex,"1,2,3,4",Y
26,Delhi,4,North,1260004,Rohini Court Complex,"1,2,3,4",Y
26,Delhi,1,North East,1260001,Karkardooma Court Complex,"1,2,3,4",Y
26,Delhi,5,North West,1260005,Rohini Court Complex,"1,2,3,4",Y
26,Delhi,2,Shahdara,1260002,Karkardooma Court Complex,"1,2,3,4,5",Y
26,Delhi,10,South,1260011,Saket Court Complex,"1,2,3,4",Y
26,Delhi,11,South East,1260012,Saket Court Complex,"1,2,3,4",Y
26,Delhi,6,South West,1260006,Dwarka Court Complex,"1,2,3,5,6",Y
26,Delhi,9,West,1260010,Tis Hazari Court Complex,"1,2,3,4",Y
30,Goa,1,North Goa,1300002,Sattari at Valpoi Civil and Crim Ct,8,N
30,Goa,1,North Goa,1300003,"Ponda, Civil and Criminal Court",9,N
30,Goa,1,North Goa,1300004,"Mapusa, Dist and Session Court II",6,N
30,Goa,1,North Goa,1300005,"Tiswadi, Civil and Criminal Court",1,N
30,Goa,1,North Goa,1300006,"Mapusa,District and Session Court I",2,N
30,Goa,1,North Goa,1300007,"Panaji, Goa, Civil and Criminal Ct",5,N
30,Goa,1,North Goa,1300008,"Pernem,Civil and Criminal Court",4,N
30,Goa,1,North Goa,1300009,"Mapusa, Fast Track Court",10,N
30,Goa,1,North Goa,1300011,"Bicholim, Civil and Criminal Court",3,N
30,Goa,2,South Goa,1300012,"Canacona, Civil and Criminal Court",3,N
30,Goa,2,South Goa,1300013,"Margao, Civil and Criminal Court",6,N
30,Goa,2,South Goa,1300014,"Vasco da Gama,Civil and Criminal Ct",5,N
30,Goa,2,South Goa,1300015,"Sanguem, Civil and Criminal Court",2,N
30,Goa,2,South Goa,1300016,"Margao, District and Sessions Ct",1,N
30,Goa,2,South Goa,1300017,"Quepem, Civil and Criminal Court",4,N
17,Gujarat,13,Ahmedabad,1170030,"Multistoreyed Building, Laldarwaja","17,19",N
17,Gujarat,13,Ahmedabad,1170031,"Taluka Court , Mandal",12,N
17,Gujarat,13,Ahmedabad,1170032,"Mirzapur, Ahmedabad","1,5",N
17,Gujarat,13,Ahmedabad,1170033,CMM COURT COMPLEX,22,N
17,Gujarat,13,Ahmedabad,1170034,Dhandhuka,"8,27",N
17,Gujarat,13,Ahmedabad,1170035,"DHOLKA,AHMEDABAD.","7,28",N
17,Gujarat,13,Ahmedabad,1170036,"FTC, VIRAMGAM, AHMEDABAD.",18,N
17,Gujarat,13,Ahmedabad,1170037,"SANAND,AHMEDABAD.",9,N
17,Gujarat,13,Ahmedabad,1170038,"VIRAMGAM,AHMEDABAD.","10,26",N
17,Gujarat,13,Ahmedabad,1170039,"BAVLA,  AHMEDABAD",11,N
17,Gujarat,13,Ahmedabad,1170040,"Bhadra, Laldarwaja","3,4,21",N
17,Gujarat,13,Ahmedabad,1170042,"Railway Court, Ahmedabad",20,N
17,Gujarat,13,Ahmedabad,1170044,Taluka Court Dholera,24,N
17,Gujarat,13,Ahmedabad,1170045,"Taluka Court, Detroj",23,N
17,Gujarat,13,Ahmedabad,1170416,"Addl. Court,Dholka",25,N
17,Gujarat,13,Ahmedabad,1370021,"SARAS N.I. Courts, CJM, Ahmedabad City",29,N
17,Gujarat,17,Amreli,1170092,"Khambha, Amreli",4,N
17,Gujarat,17,Amreli,1170093,"JAFRABAD, AMRELI",6,N
17,Gujarat,17,Amreli,1170094,"Amreli, FTC",15,N
17,Gujarat,17,Amreli,1170095,"ADJ COURT, DHARI",16,N
17,Gujarat,17,Amreli,1170096,"KUNKAVAV VADIA, AMRELI",7,N
17,Gujarat,17,Amreli,1170098,"Babara, Amreli",8,N
17,Gujarat,17,Amreli,1170099,"BAGASARA,AMRELI.","11,18",N
17,Gujarat,17,Amreli,1170100,"DHARI, AMRELI",3,N
17,Gujarat,17,Amreli,1170101,"Labour Court, Amreli",13,N
17,Gujarat,17,Amreli,1170102,"LATHI,AMRELI.",9,N
17,Gujarat,17,Amreli,1170103,"RAJULA,AMRELI.","5,14,20",N
17,Gujarat,17,Amreli,1170104,District and Civil Court Complex,"1,2",N
17,Gujarat,17,Amreli,1170105,"LILIA, AMRELI",10,N
17,Gujarat,17,Amreli,1170106,"SAVARKUNDLA,AMRELI.","12,17,19",N
17,Gujarat,18,Anand,1170107,"FAMILY COURT, ANAND",11,N
17,Gujarat,18,Anand,1170108,"PETLAD,ANAND.","3,12,15",N
17,Gujarat,18,Anand,1170109,"DISTRICT COURT, ANAND",1,N
17,Gujarat,18,Anand,1170110,"CIVIL COURT, ANAND.",2,N
17,Gujarat,18,Anand,1170111,"BORSAD,ANAND.","4,14",N
17,Gujarat,18,Anand,1170112,"KHAMBHAT,ANAND.","5,13,16",N
17,Gujarat,18,Anand,1170113,"TARAPUR, ANAND",7,N
17,Gujarat,18,Anand,1170114,"UMRETH,ANAND.",8,N
17,Gujarat,18,Anand,1170115,"ANKLAV, ANAND",9,N
17,Gujarat,18,Anand,1170116,"SOJITTRA, ANAND",6,N
17,Gujarat,18,Anand,1170117,"LABOUR COURT, ANAND",10,N
17,Gujarat,38,Aravalli at Modasa,1170358,"CIVIL COURT, MODASA",6,N
17,Gujarat,38,Aravalli at Modasa,1170359,"MEGHRAJ, MODASA",4,N
17,Gujarat,38,Aravalli at Modasa,1170360,"BHILODA, MODASA","3,9",N
17,Gujarat,38,Aravalli at Modasa,1170361,"BAYAD, MODASA","1,10",N
17,Gujarat,38,Aravalli at Modasa,1170362,"FAMILY COURT, MODASA",8,N
17,Gujarat,38,Aravalli at Modasa,1170363,"MALPUR, MODASA",5,N
17,Gujarat,38,Aravalli at Modasa,1170364,"DISTRICT COURT, MODASA",7,N
17,Gujarat,38,Aravalli at Modasa,1170365,"DHANSURA, MODASA",2,N
17,Gujarat,19,Banaskanth at Palanpur,1170118,"DISTRICT COURT COMPLEX, PALANPUR",1,N
17,Gujarat,19,Banaskanth at Palanpur,1170119,"Taluka Court, Lakhni",21,N
17,Gujarat,19,Banaskanth at Palanpur,1170120,"Palanpur, FTC",20,N
17,Gujarat,19,Banaskanth at Palanpur,1170122,"VADGAM, BANASKANTHA",3,N
17,Gujarat,19,Banaskanth at Palanpur,1170123,"LABOUR COURT, PALANPUR",17,N
17,Gujarat,19,Banaskanth at Palanpur,1170125,"THARAD, BANASKANTHA.","8,25",N
17,Gujarat,19,Banaskanth at Palanpur,1170126,"BHABHAR, BANASKANTHA",14,N
17,Gujarat,19,Banaskanth at Palanpur,1170127,"District Court No II, Palanpur",2,N
17,Gujarat,19,Banaskanth at Palanpur,1170128,"DANTIWADA, BANASKANTHA",13,N
17,Gujarat,19,Banaskanth at Palanpur,1170129,"DANTA, BANASKANTHA.","10,27",N
17,Gujarat,19,Banaskanth at Palanpur,1170130,"ADDITIONAL DISTRICT COURT, THARAD",23,N
17,Gujarat,19,Banaskanth at Palanpur,1170131,"SHIHORI, BANASKANTHA.",16,N
17,Gujarat,19,Banaskanth at Palanpur,1170132,"WAV, BANASKANTHA.",7,N
17,Gujarat,19,Banaskanth at Palanpur,1170133,"DHANERA, BANASKANTHA.",9,N
17,Gujarat,19,Banaskanth at Palanpur,1170134,"DEODAR, BANASKANTHA.","6,19,24",N
17,Gujarat,19,Banaskanth at Palanpur,1170135,"DEESA, BANASKANTHA","4,18,26",N
17,Gujarat,19,Banaskanth at Palanpur,1170137,"Amirgadh, Banaskantha",12,N
17,Gujarat,19,Banaskanth at Palanpur,1170138,Suigam Civil Court,22,N
17,Gujarat,20,Bharuch,1170139,"TALUKA COURT, NETRANG",13,N
17,Gujarat,20,Bharuch,1170140,"JHAGADIA,BHARUCH.","8,15",N
17,Gujarat,20,Bharuch,1170141,"ANKLESHWAR,BHARUCH","3,11,14",N
17,Gujarat,20,Bharuch,1170142,"FAMILY COURT, Bharuch",12,N
17,Gujarat,20,Bharuch,1170143,"JAMBUSAR,BHARUCH.","6,16",N
17,Gujarat,20,Bharuch,1170144,"WAGRA,BHARUCH.",5,N
17,Gujarat,20,Bharuch,1170145,District and Civil Court Complex,"1,2",N
17,Gujarat,20,Bharuch,1170146,"HANSOT,BHARUCH",4,N
17,Gujarat,20,Bharuch,1170147,"VALIA,BHARUCH.",9,N
17,Gujarat,20,Bharuch,1170148,"INDUSTRIAL COURT, BHARUCH",10,N
17,Gujarat,20,Bharuch,1170149,"AMOD,BHARUCH",7,N
17,Gujarat,21,Bhavnagar,1170151,"GARIADHAR,BHAVNAGAR.",6,N
17,Gujarat,21,Bhavnagar,1170152,"FAST TRACK COURT, MAHUVA.",15,N
17,Gujarat,21,Bhavnagar,1170154,"VALLABHIPUR,BHAVNAGAR.",12,N
17,Gujarat,21,Bhavnagar,1170156,"UMRALA,BHAVNAGAR.",9,N
17,Gujarat,21,Bhavnagar,1170157,"SIHOR,BHAVNAGAR.",8,N
17,Gujarat,21,Bhavnagar,1170158,"PALITANA,BHAVNAGAR.",7,N
17,Gujarat,21,Bhavnagar,1170159,"FAMILY COURT, BHAVNAGAR",20,N
17,Gujarat,21,Bhavnagar,1170160,"MAHUVA,BHAVNAGAR.","5,23",N
17,Gujarat,21,Bhavnagar,1170163,"GOGHA,BHAVNAGAR.",3,N
17,Gujarat,21,Bhavnagar,1170164,"Industrial Court, Bhavnagar","14,16",N
17,Gujarat,21,Bhavnagar,1170166,"TALAJA,BHAVNAGAR.","4,22",N
17,Gujarat,21,Bhavnagar,1170167,"Railway Court, Bhavnagar",18,N
17,Gujarat,21,Bhavnagar,1170168,BHAVNAGAR FTC,"2,19",N
17,Gujarat,21,Bhavnagar,1170169,"TALUKA COURT, JESAR",21,N
17,Gujarat,21,Bhavnagar,1170170,"District Court Building, Bhavnagar",1,N
17,Gujarat,43,BOTAD,1170405,"CIVIL COURT, BOTAD",5,N
17,Gujarat,43,BOTAD,1170406,"TALUKA COURT, BARWALA",2,N
17,Gujarat,43,BOTAD,1170407,"DISTRICT COURT, BOTAD","1,6",N
17,Gujarat,43,BOTAD,1170408,"TALUKA COURT, GADHADA",3,N
17,Gujarat,43,BOTAD,1170409,"TALUKA COURT, RANPUR",4,N
17,Gujarat,41,Chhota Udepur,1170391,"District Court, Chhota Udepur","1,9",N
17,Gujarat,41,Chhota Udepur,1170392,"Taluka Court, Kawant",7,N
17,Gujarat,41,Chhota Udepur,1170393,"Taluka Court, Naswadi",6,N
17,Gujarat,41,Chhota Udepur,1170394,"Taluka Court, JetpurPavi",5,N
17,Gujarat,41,Chhota Udepur,1170395,TALUKA SEVASADAN BODELI,"3,8,10",N
17,Gujarat,41,Chhota Udepur,1170396,"Civil Court, Chhota Udepur",2,N
17,Gujarat,41,Chhota Udepur,1170397,"Taluka Court, Sankheda",4,N
17,Gujarat,22,Dahod,1170171,"LABOUR COURT, DAHOD",9,N
17,Gujarat,22,Dahod,1170172,DISTRICT AND CIVIL COURT COMPLEX,"1,2",N
17,Gujarat,22,Dahod,1170174,"DEVGADH BARIA, DAHOD",3,N
17,Gujarat,22,Dahod,1170175,Dahod FTC (Family Court),11,N
17,Gujarat,22,Dahod,1170176,"SANJELI, DAHOD",10,N
17,Gujarat,22,Dahod,1170177,"GARBADA, DAHOD",8,N
17,Gujarat,22,Dahod,1170178,"FATEPURA, DAHOD",7,N
17,Gujarat,22,Dahod,1170179,"JHALOD, DAHOD","5,14",N
17,Gujarat,22,Dahod,1170180,"DHANPUR, DAHOD",6,N
17,Gujarat,22,Dahod,1170181,"LIMKHEDA, DAHOD","4,12,13",N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170380,"TALUKA COURT, KALYANPUR","4,10",N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170382,"TALUKA COURT, BHANVAD",5,N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170383,"DISTRICT COURT, KHAMBHALIA",1,N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170384,"TALUKA COURT, OKHAMANDAL","6,9",N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170387,"CIVIL COURT, KHAMBHALIA","2,7",N
17,Gujarat,40,Devbhumi Dwarka at Khambhaliya,1170390,"SESSIONS AND CIVIL COURT , DWARKA","3,8",N
17,Gujarat,11,GANDHINAGAR,1170024,District and Civil Court Complex,"1,2",N
17,Gujarat,11,GANDHINAGAR,1170025,"MANSA,GANDHINAGAR.",4,N
17,Gujarat,11,GANDHINAGAR,1170026,"FAMILY COURT, GANDHINAGAR",8,N
17,Gujarat,11,GANDHINAGAR,1170027,"DEHGAM,GANDHINAGAR.",3,N
17,Gujarat,11,GANDHINAGAR,1170028,"Kalol,gandhinagar","5,6,7",N
17,Gujarat,37,Gir Somnath at Veraval,1170349,"KODINAR, VERAVAL","6,9,12",N
17,Gujarat,37,Gir Somnath at Veraval,1170351,"DISTRICT COURT, VERAVAL","1,10",N
